timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:59:036,0.4852787104205742,-1.0426090324580197,-9.816600040525714,0.9999999925171694,2.677281806038954e-05,0.00010152066002057509,-2.6769156375442316e-05,0.9999999962580539,-3.073906095097901e-05,-0.00010152101366928565,3.073493869594247e-05,0.9999999924426205
20:42:59:069,0.47761289124104256,-1.0398392293183187,-9.79872648269453,0.9999999917709744,-3.090149055952181e-05,0.00010613063076999856,3.0904545832118694e-05,0.9999999976756875,-4.076850928897365e-05,-0.00010612812815361378,4.076883773406276e-05,0.9999999925084165
20:42:59:102,0.4746688615956922,-1.0384024498621527,-9.804781898151784,0.9999999896180234,4.594739023444138e-05,0.00012046719240139343,-4.5946098809382284e-05,0.9999999980663549,-2.767474420198024e-05,-0.00012046789806745994,2.7668049736884817e-05,0.9999999892735422
20:42:59:136,0.48232993770228355,-1.0418397342074748,-9.813852445196202,0.9999999940545191,-3.6358764521262506e-06,7.195609339324884e-05,3.633549764803369e-06,0.9999999981592445,-2.9198751027763567e-05,-7.195655307263379e-05,2.9201047727840327e-05,0.9999999927326776
20:42:59:169,0.4755356655712897,-1.04523805506468,-9.82029605751676,0.9999999824652069,-2.6790976128413748e-05,0.00019258922949786885,2.6796709150756894e-05,0.9999999985161762,-2.6287192589842983e-05,-0.00019258932047749232,2.629171305105703e-05,0.999999981641566
20:42:59:202,0.4756361807368498,-1.0322280174926106,-9.814526596236028,0.9999999854568966,2.0794200629251392e-06,0.00016237088051137085,-2.065585540076628e-06,0.9999999965694056,-8.098228869498824e-05,-0.00016237031915974584,8.098190297757298e-05,0.9999999830643198
20:42:59:236,0.4920443361268494,-1.0345086689056808,-9.813629661457217,0.9999999891485474,1.2253375406418558e-05,0.00013673807003805838,-1.2242984367976516e-05,0.9999999942048378,-7.886230285463593e-05,-0.00013673957721666558,7.886063446990847e-05,0.9999999868916416
20:42:59:269,0.4933485573706883,-1.0316583991989043,-9.806378006379852,0.9999999911589719,7.260073347344259e-05,0.00011227478950393631,-7.258332651992277e-05,0.9999999874453408,-0.0001496202606616443,-0.00011228436836111429,0.00014961209799994453,0.9999999830526503
20:42:59:302,0.4965060778511883,-1.0400349156959918,-9.802971947740065,0.9999999930694369,6.93061728348149e-05,9.498410413628424e-05,-6.929920298131003e-05,0.9999999932053917,-7.935320037842763e-05,-9.499077668870984e-05,7.93474067235071e-05,0.9999999919833726
20:42:59:336,0.4862985783077947,-1.0395707469449842,-9.805632274778306,0.9999999977362284,-1.2009860874740614e-05,5.021430680164103e-05,1.2009734881762034e-05,1.0000000005898928,3.00221146499873e-06,-5.021356868869485e-05,-3.0024916056049352e-06,0.9999999979884306
20:42:59:369,0.4924373369520184,-1.0404316380076317,-9.802262873103937,0.9999999992034645,-2.2994972196368003e-05,-1.1019763995846761e-05,2.299563606790086e-05,0.9999999989417465,-1.3151799331254852e-05,1.1019562406081732e-05,1.3151300208669801e-05,0.9999999997503065
20:42:59:402,0.49415456495652105,-1.0379042015561057,-9.810974778987118,0.9999999964563548,6.2337708112230945e-06,7.651399098164126e-05,-6.231792029291343e-06,0.9999999985327391,-3.5226364703085634e-05,-7.651471216694343e-05,3.5227166209686585e-05,0.9999999961463082
20:42:59:436,0.49316220042409786,-1.0399719093027078,-9.802586798274644,0.9999999949655538,1.5845770395053393e-05,8.77996747532317e-05,-1.5844277925459308e-05,0.9999999980841351,-1.546547667752596e-05,-8.780134685685713e-05,1.546445622624101e-05,0.9999999953086208
20:42:59:469,0.49017383428887723,-1.049223487180638,-9.805489769323525,0.9999999974638798,5.424517125748563e-05,3.837216926271471e-05,-5.424508638605939e-05,0.9999999980917684,-2.4896373859729724e-05,-3.837358310164465e-05,2.4894387971503674e-05,0.9999999982924668
20:42:59:502,0.4907785583428032,-1.0410274307543943,-9.814616248420492,0.9999999983325549,3.0493620196763735e-05,9.571890764902124e-06,-3.0494787930526858e-05,0.9999999972908018,-4.7288437423863744e-05,-9.57424927808395e-06,4.7289337554942725e-05,0.9999999972487841
